"","Date","Infl_f","BOT_f","Yield_f","FER_f","Int_f","GDPG_f","CA_f","Exchange","Country"
"1",1971-02-01,NA,-573,NA,NA,NA,-531278.661209377,7135958349.45289,7.4846,"denmark"
"2",1971-03-01,NA,-580,NA,NA,NA,-524911.810812536,7084137528.52769,7.4854,"denmark"
"3",1971-04-01,NA,-1131,NA,NA,NA,-518596.023216164,7032568182.85256,7.4808,"denmark"
"4",1971-05-01,NA,-334,NA,NA,NA,-512331.092864705,6981249700.79785,7.4887,"denmark"
"5",1971-06-01,NA,-595,NA,NA,NA,-506116.814202605,6930181470.73394,7.4998,"denmark"
"6",1971-07-01,NA,-792,NA,NA,NA,-499952.981674306,6879362881.03119,7.4949,"denmark"
"7",1971-08-01,NA,-563,NA,NA,NA,-493839.389724254,6828793320.05999,7.4993,"denmark"
"8",1971-09-01,NA,-241,NA,NA,NA,-487775.832796894,6778472176.1907,7.444,"denmark"
"9",1971-10-01,NA,-471,NA,NA,NA,-481762.105336669,6728398837.7937,7.3141,"denmark"
"10",1971-11-01,NA,-374,NA,NA,NA,-475798.001788024,6678572693.23934,7.2634,"denmark"
"11",1971-12-01,NA,-587,NA,NA,NA,-469883.316595404,6628993130.898,7.2594,"denmark"
"12",1972-01-01,NA,-652,NA,NA,NA,-464017.844203252,6579659539.14006,7.1465,"denmark"
"13",1972-02-01,NA,-264,NA,NA,NA,-458201.379056014,6530571306.33588,7.0331,"denmark"
"14",1972-03-01,NA,-431,NA,NA,NA,-452433.715598134,6481727820.85583,6.99,"denmark"
"15",1972-04-01,NA,-488,NA,NA,NA,-446714.648274056,6433128471.07028,6.9635,"denmark"
"16",1972-05-01,NA,-225,NA,NA,NA,-441043.971528225,6384772645.34961,6.9924,"denmark"
"17",1972-06-01,NA,-166,NA,NA,NA,-435421.479805085,6336659732.06418,6.9775,"denmark"
"18",1972-07-01,NA,-73,NA,NA,NA,-429846.96754908,6288789119.58437,6.9767,"denmark"
"19",1972-08-01,NA,-546,NA,NA,NA,-424320.229204656,6241160196.28054,6.9597,"denmark"
"20",1972-09-01,NA,-508,NA,NA,NA,-418841.059216256,6193772350.52307,6.9261,"denmark"
"21",1972-10-01,NA,-426,NA,NA,NA,-413409.252028325,6146624970.68232,6.9521,"denmark"
"22",1972-11-01,NA,-414,NA,NA,NA,-408024.602085307,6099717445.12866,6.9189,"denmark"
"23",1972-12-01,NA,-668,NA,NA,NA,-402686.903831648,6053049162.23248,6.8921,"denmark"
"24",1973-01-01,NA,-339,NA,NA,NA,-397395.95171179,6006619510.36413,6.849,"denmark"
"25",1973-02-01,NA,-1306,NA,NA,NA,-392151.540170179,5960427877.89398,6.8797,"denmark"
"26",1973-03-01,NA,-366,NA,NA,NA,-386953.46365126,5914473653.19242,6.5097,"denmark"
"27",1973-04-01,NA,-506,NA,NA,NA,-381801.516599476,5868756224.6298,6.1449,"denmark"
"28",1973-05-01,NA,-795,NA,NA,NA,-376695.493459272,5823274980.5765,6.2121,"denmark"
"29",1973-06-01,NA,-1175,NA,NA,NA,-371635.188675092,5778029309.40289,6.1551,"denmark"
"30",1973-07-01,NA,-653,NA,NA,NA,-366620.396691382,5733018599.47933,5.8387,"denmark"
"31",1973-08-01,NA,-551,NA,NA,NA,-361650.911952585,5688242239.17621,5.5435,"denmark"
"32",1973-09-01,NA,-1027,NA,NA,NA,-356726.528903145,5643699616.86389,5.7101,"denmark"
"33",1973-10-01,NA,-59,NA,NA,NA,-351847.041987508,5599390120.91273,5.7211,"denmark"
"34",1973-11-01,NA,-1083,NA,NA,NA,-347012.245650118,5555313139.69312,5.6527,"denmark"
"35",1973-12-01,NA,-1239,NA,NA,NA,-342221.934335419,5511468061.57541,5.9752,"denmark"
"36",1974-01-01,NA,-660,NA,NA,NA,-337475.902487855,5467854274.92999,6.2156,"denmark"
"37",1974-02-01,NA,-2161,NA,NA,NA,-332773.944551872,5424471168.12722,6.6775,"denmark"
"38",1974-03-01,NA,-1285,NA,NA,NA,-328115.854971913,5381318129.53747,6.425,"denmark"
"39",1974-04-01,NA,-1305,NA,NA,NA,-323501.428192423,5338394547.53111,6.2391,"denmark"
"40",1974-05-01,NA,-1793,NA,NA,NA,-318930.458657846,5295699810.47851,6.0632,"denmark"
"41",1974-06-01,NA,-1208,NA,NA,NA,-314402.740812627,5253233306.75005,5.8788,"denmark"
"42",1974-07-01,NA,-863,NA,NA,NA,-309918.069101211,5210994424.71609,5.9693,"denmark"
"43",1974-08-01,NA,-1442,NA,NA,NA,-305476.237968041,5168982552.74701,5.9323,"denmark"
"44",1974-09-01,NA,-1040,NA,NA,NA,-301077.041857562,5127197079.21316,6.0442,"denmark"
"45",1974-10-01,NA,-434,NA,NA,NA,-296720.275214219,5085637392.48493,6.2074,"denmark"
"46",1974-11-01,NA,-709,NA,NA,NA,-292405.732482456,5044302880.93269,6.0275,"denmark"
"47",1974-12-01,NA,-598,NA,NA,NA,-288133.208106717,5003192932.9268,5.884,"denmark"
"48",1975-01-01,NA,-721,NA,NA,NA,-283902.496531448,4962306936.83764,5.7762,"denmark"
"49",1975-02-01,NA,-1109,NA,NA,NA,-279713.392201092,4921644281.03557,5.6136,"denmark"
"50",1975-03-01,NA,-545,NA,NA,NA,-275565.689560093,4881204353.89097,5.537,"denmark"
"51",1975-04-01,NA,-238,NA,NA,NA,-271459.183052897,4840986543.77421,5.4359,"denmark"
"52",1975-05-01,NA,-823,NA,NA,NA,-267393.667123948,4800990239.05565,5.5195,"denmark"
"53",1975-06-01,NA,-450,NA,NA,NA,-263368.93621769,4761214828.10567,5.4651,"denmark"
"54",1975-07-01,NA,-131,NA,NA,NA,-259384.784778567,4721659699.29464,5.4373,"denmark"
"55",1975-08-01,NA,-910,NA,NA,NA,-255441.007251024,4682324240.99292,5.7248,"denmark"
"56",1975-09-01,NA,-699,NA,NA,NA,-251537.398079506,4643207841.5709,5.9583,"denmark"
"57",1975-10-01,NA,-840,NA,NA,NA,-247673.751708457,4604309889.39893,6.0824,"denmark"
"58",1975-11-01,NA,-392,NA,NA,NA,-243849.862582321,4565629772.84739,6.0243,"denmark"
"59",1975-12-01,NA,-1575,NA,NA,NA,-240065.525145544,4527166880.28665,6.0377,"denmark"
"60",1976-01-01,NA,-1965,NA,NA,NA,-236320.533842568,4488920600.08708,6.1529,"denmark"
"61",1976-02-01,NA,-1276,NA,NA,NA,-232614.683117839,4450890320.61906,6.1611,"denmark"
"62",1976-03-01,NA,-1630,NA,NA,NA,-228947.767415801,4413075430.25294,6.1434,"denmark"
"63",1976-04-01,NA,-2116,NA,NA,NA,-225319.581180899,4375475317.3591,6.1458,"denmark"
"64",1976-05-01,NA,-1946,NA,NA,NA,-221729.918857577,4338089370.30791,6.0413,"denmark"
"65",1976-06-01,NA,-1044,NA,NA,NA,-218178.574890279,4300916977.46975,6.0656,"denmark"
"66",1976-07-01,NA,1640,NA,NA,NA,-214665.343723451,4263957527.21498,6.1297,"denmark"
"67",1976-08-01,NA,-1251,NA,NA,NA,-211190.019801535,4227210407.91397,6.1633,"denmark"
"68",1976-09-01,NA,-1763,NA,NA,NA,-207752.397568978,4190675007.93709,6.08,"denmark"
"69",1976-10-01,NA,-1850,NA,NA,NA,-204352.271470223,4154350715.65472,5.9907,"denmark"
"70",1976-11-01,NA,-1625,NA,NA,NA,-200989.435949714,4118236919.43722,5.8936,"denmark"
"71",1976-12-01,NA,-2072,NA,NA,NA,-197663.685451897,4082333007.65496,5.9053,"denmark"
"72",1977-01-01,NA,-2043,NA,NA,NA,-194374.814421215,4046638368.67832,5.833,"denmark"
"73",1977-02-01,NA,-1810,NA,NA,NA,-191122.617302114,4011152390.87766,5.8945,"denmark"
"74",1977-03-01,NA,-1241,NA,NA,NA,-187906.888539037,3975874462.62336,5.9204,"denmark"
