"","Pct_Chg","Exchange","X1Y_Yield_d","X1Y_Yield_f","Int_d","Int_f","Infl_d","Infl_f","GDPG_d","GDPG_f","BOT_f","BOT_d","FER_f","lag1.Exchange","lag1.X1Y_Yield_d","lag1.X1Y_Yield_f","lag1.Infl_d","lag1.Infl_f","lag1.Int_d","lag1.Int_f","lag2.Exchange","lag2.X1Y_Yield_d","lag2.X1Y_Yield_f","lag2.Infl_d","lag2.Infl_f","lag2.Int_d","lag2.Int_f","lag3.Exchange","lag3.X1Y_Yield_d","lag3.X1Y_Yield_f","lag3.Infl_d","lag3.Infl_f","lag3.Int_d","lag3.Int_f","lag4.Exchange","lag4.X1Y_Yield_d","lag4.X1Y_Yield_f","lag4.Infl_d","lag4.Infl_f","lag4.Int_d","lag4.Int_f"
"355",0.0663813644822097,1115.075,6.2306962853534,1.9513688035032,6.5,5,3.7,3,-100996.913249924,2535.85732878941,783.78,-31426,90354,1117.935,7.8,1.3,3.7,2.2,6.5,5,1119.4864,6.18603654425512,1.14024374197053,3.2,1.1,6,5,1110.32,3.13187604697765,1.43327049312692,3.1,1.4,6,5,1116.3904,1.2,2,3.8,2.1,5.75,5
"356",0.0752306708049676,1114.467,3.0127007233505,2.57217682004276,6.5,5,3.4,2.4,-104078.854125979,2413.80056932485,1345.74,-30035,91434.4,1115.075,6.2306962853534,1.9513688035032,3.7,3,6.5,5,1117.935,7.8,1.3,3.7,2.2,6.5,5,1119.4864,6.18603654425512,1.14024374197053,3.2,1.1,6,5,1110.32,3.13187604697765,1.43327049312692,3.1,1.4,6,5
"357",0.0746530418676236,1117.57,0.499999999999999,2.5,6.5,5,3.5,3.5,-106717,2177.5,1841.57,-34018,92534.9,1114.467,3.0127007233505,2.57217682004276,3.4,2.4,6.5,5,1115.075,6.2306962853534,1.9513688035032,3.7,3,6.5,5,1117.935,7.8,1.3,3.7,2.2,6.5,5,1119.4864,6.18603654425512,1.14024374197053,3.2,1.1,6,5
"358",0.0655875391986026,1131.099,0.363857330127262,1.34643947804546,6.5,5.25,3.4,2.6,-107966.919305741,2016.02078006776,1143.85,-33224,92697.2,1117.57,0.499999999999999,2.5,3.5,3.5,6.5,5,1114.467,3.0127007233505,2.57217682004276,3.4,2.4,6.5,5,1115.075,6.2306962853534,1.9513688035032,3.7,3,6.5,5,1117.935,7.8,1.3,3.7,2.2,6.5,5
"359",0.0176665301390895,1156.5429,1.54464204382435,-0.180802873993424,6.5,5.25,3.4,2.2,-108281.744724627,1919.60759221804,828.65,-32607,93343.3,1131.099,0.363857330127262,1.34643947804546,3.4,2.6,6.5,5.25,1117.57,0.499999999999999,2.5,3.5,3.5,6.5,5,1114.467,3.0127007233505,2.57217682004276,3.4,2.4,6.5,5,1115.075,6.2306962853534,1.9513688035032,3.7,3,6.5,5
"360",-0.0658463270429398,1216.935,2.3,-1.1,6.5,5.25,3.4,2.8,-108464,1828.8,1800.67,-33454,96198.1,1156.5429,1.54464204382435,-0.180802873993424,3.4,2.2,6.5,5.25,1131.099,0.363857330127262,1.34643947804546,3.4,2.6,6.5,5.25,1117.57,0.499999999999999,2.5,3.5,3.5,6.5,5,1114.467,3.0127007233505,2.57217682004276,3.4,2.4,6.5,5
"361",-0.111300080470878,1272.6343,1.41757809784125,-0.733423011981341,5.5,5.25,3.7,3.4,-108969.483601186,1703.103995384,213.9,-34817,95417.9,1216.935,2.3,-1.1,3.4,2.8,6.5,5.25,1156.5429,1.54464204382435,-0.180802873993424,3.4,2.2,6.5,5.25,1131.099,0.363857330127262,1.34643947804546,3.4,2.6,6.5,5.25,1117.57,0.499999999999999,2.5,3.5,3.5,6.5,5
"362",-0.0982614395340681,1252.8526,-0.194972602351609,0.380664305560565,5.5,5,3.5,3.6,-108867.09290144,1577.89128402521,621.81,-29349,95334,1272.6343,1.41757809784125,-0.733423011981341,3.7,3.4,5.5,5.25,1216.935,2.3,-1.1,3.4,2.8,6.5,5.25,1156.5429,1.54464204382435,-0.180802873993424,3.4,2.2,6.5,5.25,1131.099,0.363857330127262,1.34643947804546,3.4,2.6,6.5,5.25
"363",-0.135522628455055,1291.405,-1.1,1.4,5.5,5,2.9,4,-106879,1507.5,1173,-32732,94444.4,1252.8526,-0.194972602351609,0.380664305560565,3.5,3.6,5.5,5,1272.6343,1.41757809784125,-0.733423011981341,3.7,3.4,5.5,5.25,1216.935,2.3,-1.1,3.4,2.8,6.5,5.25,1156.5429,1.54464204382435,-0.180802873993424,3.4,2.2,6.5,5.25
"364",-0.163762709308804,1327.7571,-0.330466017788574,1.69836368099102,5,5,3.3,4.8,-102442.59073396,1518.72249765549,908.91,-31217,93479.2,1291.405,-1.1,1.4,2.9,4,5.5,5,1252.8526,-0.194972602351609,0.380664305560565,3.5,3.6,5.5,5,1272.6343,1.41757809784125,-0.733423011981341,3.7,3.4,5.5,5.25,1216.935,2.3,-1.1,3.4,2.8,6.5,5.25
