"","X","Date","Infl_d","BOT_d","Yield_d","FER_d","Int_d","PrimeRate_d","X1Y_Yield_d","GDPG_d","CA_d","FDI_d","Country.x","Infl_f","BOT_f","Yield_f","FER_f","Int_f","PrimeRate_f","GDPG_f","CA_f","FDI_f","Country.y","Exchange","Exchange_fut","Pct_Chg","X1Y_Yield_f"
"3411",3411,"1998-09-01",1.6,-16028,5.03,73544,5.5,8.5,4.59014050199701,-56946.3372631311,9681.42054700283,4.95,"usa",15.5,-805.31,NA,293914000,NA,NA,-4319.97693910554,3405111.32011916,20294.9508787192,"mexico",9.3712,7.7818,-0.169604746457231,0.930305237149837
"3413",3413,"1998-10-01",1.5,-14820,4.41,75676,5.5,8.49,5.3,-58889,23490,4.41,"usa",1,NA,NA,NA,NA,NA,-2.4,3.45,NA,"europe",NA,NA,NA,0.6
"3415",3415,"1998-10-01",1.5,-14820,4.41,75676,5.5,8.49,5.3,-58889,23490,4.41,"usa",-0.19,1541.57,0.79,212078,0.5,2.5,1604,7665,0.267,"japan",134.4805,120.89,-0.101059261379903,0.3
"3417",3417,"1998-10-01",1.5,-14820,4.41,75676,5.5,8.49,5.3,-58889,23490,4.41,"usa",0.7,2291.5,4.95,19543,NA,7.25,-2770,263,5289.39811601827,"canada",1.5218,1.3872,-0.0884478906558024,1.1
"3422",3422,"1998-10-01",1.5,-14820,4.41,75676,5.5,8.49,5.3,-58889,23490,4.41,"usa",6.9,3495.52,NA,46977.4,NA,14.25,4349.6,2175420,618346.435447303,"korea",1375.5381,912.5048,-0.336619756297554,1.3
"3423",3423,"1998-10-01",1.5,-14820,4.41,75676,5.5,8.49,5.3,-58889,23490,4.41,"usa",15.92,-710.53,NA,290570000,NA,NA,-4714.11,3295070,19279.7166114186,"mexico",10.2192,7.7809,-0.23859989040238,0.7
"3424",3424,"1998-11-01",1.5,-14815,4.61,79183,5.25,8.12,6.14168273501408,-60027.4649262121,60701.7318033585,4.18,"usa",0.9,NA,NA,NA,NA,NA,-1.12319290315007,3.36,NA,"europe",NA,NA,NA,0.444018365215037
"3427",3427,"1998-11-01",1.5,-14815,4.61,79183,5.25,8.12,6.14168273501408,-60027.4649262121,60701.7318033585,4.18,"usa",0.19,1365.98,0.85,213981,0.25,2.3,1606.44329358618,6500.07385319674,0.218,"japan",121.0486,121.0605,9.83076218974143e-05,0.514575253522363
"3428",3428,"1998-11-01",1.5,-14815,4.61,79183,5.25,8.12,6.14168273501408,-60027.4649262121,60701.7318033585,4.18,"usa",1.1,2105.7,5.08,20115,NA,7,-2691.65758420975,190.731824733937,5067.79011279554,"canada",1.5452,1.3869,-0.102446285270515,1.38840847826922
"3432",3432,"1998-11-01",1.5,-14815,4.61,79183,5.25,8.12,6.14168273501408,-60027.4649262121,60701.7318033585,4.18,"usa",7.2,2985.94,NA,48833.9,NA,13.01,4518.3633287073,2949931.0117131,608953.780044779,"korea",1344.1429,929.4182,-0.308542120037981,1.68844259532265
"3433",3433,"1998-11-01",1.5,-14815,4.61,79183,5.25,8.12,6.14168273501408,-60027.4649262121,60701.7318033585,4.18,"usa",16.65,-761.48,NA,296155000,NA,NA,-4866.62159619157,3243186.08898171,18298.9212388951,"mexico",10.1594,7.8708,-0.225269208811544,0.378483097361207
"3435",3435,"1998-12-01",1.5,-15173,4.77,77683,5,7.89,6.75153713264676,-60572.104200991,100526.041330028,4.53,"usa",0.8,NA,NA,NA,NA,NA,1.82924301948653,3.29,NA,"europe",NA,NA,NA,0.254756757768814
"3438",3438,"1998-12-01",1.5,-15173,4.77,77683,5,7.89,6.75153713264676,-60572.104200991,100526.041330028,4.53,"usa",0.77,890.22,1.09,214681,0.25,2.2,1524.27864902075,4018.65961207974,0.2,"japan",120.2895,125.3817,0.0423328719464292,0.638404803956389
"3439",3439,"1998-12-01",1.5,-15173,4.77,77683,5,7.89,6.75153713264676,-60572.104200991,100526.041330028,4.53,"usa",1.2,2152.9,5,23342,NA,6.75,-2643.70782060072,79.6843237309764,4852.4563068013,"canada",1.5404,1.4128,-0.0828356271098416,1.56054892526228
"3443",3443,"1998-12-01",1.5,-15173,4.77,77683,5,7.89,6.75153713264676,-60572.104200991,100526.041330028,4.53,"usa",6.8,3342.8,NA,50015.2,NA,11.97,4244.60650067419,3824590.99495217,599656.724454576,"korea",1294.0105,1035.2235,-0.199988330852029,2.14374880585185
"3444",3444,"1998-12-01",1.5,-15173,4.77,77683,5,7.89,6.75153713264676,-60572.104200991,100526.041330028,4.53,"usa",17.41,-904.2,NA,288070000,NA,NA,-4807.04283486476,3253475.94519553,17351.9706181488,"mexico",9.9685,8.2716,-0.170226212569594,0.118066163809817
"3446",3446,"1999-01-01",1.6,-14745,4.64,81761,4.75,7.75,6.7,-60824,115405,4.53,"usa",0.8,NA,NA,NA,3,NA,4.1,3.06,NA,"europe",NA,NA,NA,0.2
"3450",3450,"1999-01-01",1.6,-14745,4.64,81761,4.75,7.75,6.7,-60824,115405,4.53,"usa",0.58,1413.82,1.88,215949,0.25,2.2,1411.5,2372,0.574,"japan",117.0709,129.7341,0.108166931321106,0.5
"3451",3451,"1999-01-01",1.6,-14745,4.64,81761,4.75,7.75,6.7,-60824,115405,4.53,"usa",1,2346.7,4.89,23427,NA,6.75,-2369,13,4643.30669803554,"canada",1.5433,1.4271,-0.0752932028769519,1.65
"3455",3455,"1999-01-01",1.6,-14745,4.64,81761,4.75,7.75,6.7,-60824,115405,4.53,"usa",4,3769.88,NA,52040.8,NA,11.33,3666.4,4215960,590454.779676694,"korea",1213.2182,1496.9,0.233825869081094,2.5
"3456",3456,"1999-01-01",1.6,-14745,4.64,81761,4.75,7.75,6.7,-60824,115405,4.53,"usa",18.61,-810.13,NA,298273000,NA,NA,-4606.31,3313540,16438.2706061798,"mexico",9.9067,8.1271,-0.179636003916541,0.0999999999999999
"3457",3457,"1999-02-01",1.7,-15946,4.65,80677,4.75,7.75,5.73967823708676,-61078.0845619009,88668.4020084639,4.51,"usa",0.8,-2554.8,NA,268797,3,NA,4.00217324789891,2.86,NA,"europe",0.862738331464067,NA,NA,0.387510430982646
"3460",3460,"1999-02-01",1.7,-15946,4.65,80677,4.75,7.75,5.73967823708676,-61078.0845619009,88668.4020084639,4.51,"usa",0.19,753.97,1.98,222211,0.25,2.9,1314.95241491767,3110.74603025315,0.495,"japan",113.29,129.5475,0.143503398358196,0.0168909700263931
"3461",3461,"1999-02-01",1.7,-15946,4.65,80677,4.75,7.75,5.73967823708676,-61078.0845619009,88668.4020084639,4.51,"usa",0.7,3122,4.89,23445,NA,6.75,-1718.6492982525,49.0602038636753,4440.25128649828,"canada",1.5194,1.4409,-0.0516651309727524,1.68337726591471
"3462",3462,"1999-02-01",1.7,-15946,4.65,80677,4.75,7.75,5.73967823708676,-61078.0845619009,88668.4020084639,4.51,"usa",1.5,630.82,NA,53597.8,NA,11.09,2940.174040298,3739145.05310885,581347.456711133,"korea",1175.1053,1707.3,0.452891072825559,2.65367616957644
"3466",3466,"1999-02-01",1.7,-15946,4.65,80677,4.75,7.75,5.73967823708676,-61078.0845619009,88668.4020084639,4.51,"usa",19.01,-547.87,NA,308343000,NA,NA,-4327.74937950428,3407559.73402989,15557.227059988,"mexico",10.1279,8.2272,-0.187669704479705,0.427297846083642
"3468",3468,"1999-03-01",1.6,-18786,5.27,75321,4.75,7.75,4.35185911556407,-61604.6903773494,47196.9326514033,4.88,"usa",0.8,1988.3,NA,258699,3,NA,2.5304698823654,2.99,NA,"europe",0.892618048736945,NA,NA,0.684960456732326
"3469",3469,"1999-03-01",1.6,-18786,5.27,75321,4.75,7.75,4.35185911556407,-61604.6903773494,47196.9326514033,4.88,"usa",-0.1,931.14,2.01,221470,0.25,2.9,1252.88550095733,5383.1818759135,0.288,"japan",116.6684,125.8516,0.0787119734221091,-0.537317038890132
"3471",3471,"1999-03-01",1.6,-18786,5.27,75321,4.75,7.75,4.35185911556407,-61604.6903773494,47196.9326514033,4.88,"usa",0.2,1703.42,NA,55456.8,NA,10.75,2295.79775323706,2803441.08440895,572334.266557892,"korea",1188.8368,1628.4211,0.369760004064477,2.75085179997839
